,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
131,131,Diamond Princess,712,0,13,0,651,48,4
132,132,San Marino,691,3,42,0,496,153,1
133,133,Uganda,665,8,0,0,119,546,0
134,134,Malta,635,3,9,0,597,29,0
135,135,Cabo Verde,615,30,5,0,294,316,0
136,136,Sao Tome and Principe,611,97,12,0,135,464,0
137,137,Jamaica,605,6,10,0,405,190,2
138,138,Channel Islands,565,0,48,0,512,5,0
139,139,Yemen,524,0,127,0,23,374,0
140,140,Tanzania,509,0,21,0,183,305,7
141,141,Togo,501,0,13,0,260,228,1
142,142,Réunion,486,5,1,0,447,38,1
143,143,Palestine,484,3,3,0,410,71,0
144,144,Mozambique,472,19,2,0,138,332,0
145,145,Rwanda,463,0,2,0,300,161,0
146,146,Malawi,455,0,4,0,55,396,4
147,147,Taiwan,443,0,7,0,431,5,0
148,148,Liberia,397,14,31,0,200,166,0
149,149,Eswatini,371,0,3,0,232,136,5
150,150,Libya,359,0,5,0,58,296,0
151,151,Mauritius,337,0,10,0,324,3,0
152,152,Isle of Man,336,0,24,0,312,0,0
153,153,Vietnam,332,0,0,0,320,12,1
154,154,Montenegro,324,0,9,0,315,0,0
155,155,Zimbabwe,314,0,4,0,46,264,0
156,156,Benin,305,0,4,0,188,113,2
157,157,Myanmar,248,2,6,0,165,77,0
158,158,Martinique,202,0,14,0,98,90,0
159,159,Mongolia,194,0,0,0,87,107,15
160,160,Faeroe Islands,187,0,0,0,187,0,0
161,161,Cayman Islands,176,0,1,0,104,71,0
162,162,Gibraltar,176,0,0,0,169,7,0
163,163,Guadeloupe,164,0,14,0,144,6,1
164,164,Comoros,162,21,2,0,97,63,0
165,165,Guyana,156,0,12,0,86,58,2
166,166,Syria,146,0,6,0,62,78,0
167,167,Bermuda,141,0,9,0,120,12,2
168,168,Brunei ,141,0,2,0,138,1,1
169,169,Suriname,137,0,2,0,9,126,2
170,170,Cambodia,126,0,0,0,125,1,1
171,171,Trinidad and Tobago,117,0,8,0,109,0,0
172,172,Bahamas,103,0,11,0,64,28,1
173,173,Aruba,101,0,3,0,98,0,0
174,174,Monaco,99,0,4,0,93,2,1
175,175,Angola,96,0,4,0,38,54,1
176,176,Barbados,92,0,7,0,81,4,1
177,177,Burundi,83,0,1,0,45,37,0
178,178,Liechtenstein,82,0,1,0,55,26,0
179,179,Sint Maarten,77,0,15,0,61,1,1
180,180,French Polynesia,60,0,0,0,60,0,0
181,181,Bhutan,59,0,0,0,18,41,0
182,182,Macao,45,0,0,0,45,0,0
183,183,Botswana,42,0,1,0,24,17,1
184,184,Saint Martin,41,0,3,0,33,5,1
185,185,Eritrea,39,0,0,0,39,0,0
186,186,Namibia,31,0,0,0,17,14,1
187,187,Gambia,28,0,1,0,21,6,0
188,188,St. Vincent Grenadines,27,0,0,0,25,2,0
189,189,Antigua and Barbuda,26,0,3,0,20,3,1
190,190,Timor-Leste,24,0,0,0,24,0,0
191,191,Grenada,23,0,0,0,22,1,1
192,192,Curaçao,21,0,1,0,15,5,0
193,193,New Caledonia,21,0,0,0,20,1,0
194,194,Belize,20,0,2,0,16,2,0
195,195,Laos,19,0,0,0,19,0,0
196,196,Saint Lucia,19,0,0,0,18,1,0
197,197,Dominica,18,0,0,0,16,2,0
198,198,Fiji,18,0,0,0,18,0,0
199,199,Saint Kitts and Nevis,15,0,0,0,15,0,0
200,200,Falkland Islands,13,0,0,0,13,0,0
201,201,Greenland,13,0,0,0,13,0,0
202,202,Turks and Caicos,12,0,1,0,11,0,0
203,203,Vatican City,12,0,0,0,12,0,0
204,204,Montserrat,11,0,1,0,10,0,0
205,205,Seychelles,11,0,0,0,11,0,0
206,206,MS Zaandam,9,0,2,0,0,7,0
207,207,Western Sahara,9,0,1,0,6,2,0
208,208,British Virgin Islands,8,0,1,0,7,0,0
209,209,Papua New Guinea,8,0,0,0,8,0,0
210,210,Caribbean Netherlands,7,0,0,0,7,0,0
211,211,St. Barth,6,0,0,0,6,0,0
212,212,Lesotho,4,0,0,0,2,2,0
213,213,Anguilla,3,0,0,0,3,0,0
214,214,Saint Pierre Miquelon,1,0,0,0,1,0,0
215,215,China,83046,3,4634,0,78357,55,1
216,0,Total:,2341299,13579,138847,908,968047,1234405,19443
217,0,Total:,1230937,11909,53253,408,564277,613407,11932
218,0,Total:,2138716,13329,180910,726,1120410,837396,6962
219,0,Total:,1459822,35552,37041,744,885327,537454,15092
220,0,Total:,207089,1569,5589,21,93711,107789,499
221,0,Total:,8887,9,124,0,8332,431,3
222,0,Total:,721,0,15,0,651,55,4
223,0,Total:,7387471,75947,415779,2807,3640755,3330937,53935
