,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
26,26,Colombia,"42,078",,"1,372 ",,"16,534","24,172",335
27,27,UAE,"39,904",,283 ,,"22,740","16,881",1
28,28,Singapore,"38,965",+451,25 ,,"26,532","12,408",3
29,29,Egypt,"36,829",,"1,306 ",,"9,786","25,737",41
30,30,Portugal,"35,600",+294,"1,497 ",+5,"21,742","12,361",65
31,31,Indonesia,"34,316","+1,240","1,959 ",+36,"12,129","20,228",
32,32,Kuwait,"33,823",+683,275 ,+2,"23,288","10,260",193
33,33,Switzerland,"31,011",+23,"1,936 ",+2,"28,700",375,21
34,34,Ukraine,"28,381",+525,833 ,+23,"12,769","14,779",306
35,35,Poland,"27,842",+282,"1,206 ",+23,"13,411","13,225",160
36,36,Ireland,"25,215",,"1,691 ",,"22,698",826,34
37,37,Argentina,"24,761",,717 ,,"7,991","16,053",274
38,38,Philippines,"23,732",+740,"1,027 ",+10,"4,895","17,810",82
39,39,Afghanistan,"22,142",+683,405 ,+21,"3,013","18,724",19
40,40,Romania,"20,945",+196,"1,360 ",+6,"15,103","4,482",150
41,41,Dominican Republic,"20,808",+393,550 ,+6,"12,318","7,940",110
42,42,Oman,"18,887",+689,84 ,+1,"5,640","13,163",85
43,43,Israel,"18,268",+88,299 ,,"15,168","2,801",31
44,44,Panama,"17,233",,403 ,,"10,561","6,269",90
45,45,Japan,"17,210",,916 ,,"15,213","1,081",92
46,46,Austria,"17,005",+26,673 ,+1,"15,910",422,17
47,47,Bahrain,"16,200",+469,30 ,+1,"11,109","5,061",13
48,48,Iraq,"15,414","+1,146",426 ,+34,"6,214","8,774",88
49,49,Bolivia,"14,644",+695,487 ,+12,"2,190","11,967",3
50,50,Armenia,"14,103",+428,227 ,+10,"5,226","8,650",10
51,51,Nigeria,"13,464",,365  ,,"4,206","8,893",7
52,52,Kazakhstan,"13,319",+245,61 ,,"8,138","5,120",62
53,53,Serbia,"12,031",+66,251 ,+1,"11,348",432,14
54,54,Denmark,"12,016",+15,593 ,,"10,904",519,17
55,55,S. Korea,"11,902",+50,276 ,+2,"10,611","1,015",15
56,56,Algeria,"10,484",+102,732 ,+8,"7,074","2,678",33
57,57,Moldova,"10,321",+296,371 ,+6,"5,930","4,020",308
58,58,Ghana,"10,201",,48 ,,"3,755","6,398",10
59,59,Czechia,"9,787",+36,330 ,+2,"7,111","2,346",11
60,60,Cameroon,"8,681",+369,212 ,,"4,836","3,633",28
61,61,Norway,"8,588",+12,239 ,,"8,138",211,2
62,62,Azerbaijan,"8,530",+339,102 ,+4,"4,720","3,708",66
63,63,Morocco,"8,455",+18,210 ,,"7,496",749,15
64,64,Malaysia,"8,338",+2,118 ,+1,"7,014","1,206",5
65,65,Guatemala,"7,866",+364,289 ,+22,"1,413","6,164",5
66,66,Australia,"7,276",+9,102 ,,"6,744",430,3
67,67,Finland,"7,040",+15,324 ,,"5,800",916,4
68,68,Honduras,"6,935",+485,271 ,+9,787,"5,877",13
69,69,Sudan,"6,427",,389 ,,"2,127","3,911",
70,70,Tajikistan,"4,763",+73,48 ,,"2,947","1,768",
71,71,Senegal,"4,640",+124,52 ,,"2,885","1,703",18
72,72,Uzbekistan,"4,591",+71,18 ,,"3,532","1,041",9
73,73,DRC,"4,390",+131,96 ,+6,565,"3,729",
74,74,Djibouti,"4,373",+42,34 ,,"2,260","2,079",
75,75,Nepal,"4,364",+278,15 ,,674,"3,675",
76,76,Guinea,"4,258",,23 ,,"2,942","1,293",24
77,77,Luxembourg,"4,049",+3,110 ,,"3,904",35,2
78,78,Hungary,"4,027",+10,551 ,+1,"2,355","1,121",20
79,79,Ivory Coast,"3,995",,38 ,,"2,045","1,912",
80,80,Haiti,"3,662",+124,56 ,+2,24,"3,582",
81,81,North Macedonia,"3,364",+125,164 ,+7,"1,664","1,536",34
82,82,Gabon,"3,294",+47,21 ,,956,"2,317",13
83,83,El Salvador,"3,274",+83,60 ,+2,"1,438","1,776",91
84,84,Thailand,"3,125",+4,58 ,,"2,981",86,1
85,85,Kenya,"3,094",+105,89 ,+1,"1,048","1,957",7
86,86,Greece,"3,068",+10,183 ,,"1,374","1,511",12
87,87,Bulgaria,"2,889",,167 ,,"1,623","1,099",13
88,88,Bosnia and Herzegovina,"2,775",+47,161 ,+1,"2,063",551,4
89,89,Venezuela,"2,632",,23 ,,487,"2,122",1
90,90,Ethiopia,"2,506",+170,35 ,+3,401,"2,070",32
91,91,Somalia,"2,452",+36,85 ,,506,"1,861",2
92,92,Croatia,"2,249",+2,106 ,,"2,130",13,
93,93,Mayotte,"2,226",+51,28 ,,"1,654",544,12
94,94,Cuba,"2,211",+6,83 ,,"1,886",242,1
95,95,Kyrgyzstan,"2,093",+38,26 ,+2,"1,572",495,6
96,96,Estonia,"1,958",+11,69 ,,"1,690",199,
97,97,Maldives,"1,942",,8 ,,"1,010",924,9
98,98,CAR,"1,888",+38,5 ,,38,"1,845",
99,99,Sri Lanka,"1,868",+9,11 ,,"1,122",735,1
100,100,Iceland,"1,807",,10 ,,"1,794",3,
101,101,Lithuania,"1,733",+6,74 ,+2,"1,369",290,17
102,102,Mali,"1,667",+81,96 ,+2,948,623,
103,103,South Sudan,"1,604",,19 ,,15,"1,570",
104,104,Slovakia,"1,533",+2,28 ,,"1,404",101,
105,105,New Zealand,"1,504",,22 ,,"1,482",0,
106,106,Slovenia,"1,488",+2,109 ,,"1,359",20,
107,107,Nicaragua,"1,464",,55 ,,953,456,
108,108,Guinea-Bissau,"1,389",,12 ,,153,"1,224",5
109,109,Lebanon,"1,388",+20,30 ,,832,526,8
110,110,Costa Rica,"1,375",,11 ,,717,647,5
111,111,Albania,"1,341",+42,34 ,,980,327,6
112,112,Equatorial Guinea,"1,306",,12 ,,200,"1,094",
113,113,Zambia,"1,200",,10 ,,912,278,1
114,114,Paraguay,"1,187",,11 ,,604,572,2
115,115,Mauritania,"1,162",,61 ,,139,962,11
116,116,Madagascar,"1,162",+24,10 ,+1,296,856,8
117,117,Hong Kong,"1,108",,4 ,,"1,051",53,3
118,118,Latvia,"1,092",+3,26 ,,794,272,4
119,119,Tunisia,"1,087",,49 ,,983,55,1
120,120,Sierra Leone,"1,062",+37,50 ,,637,375,
121,121,Niger,974,,65 ,,871,38,
122,122,Cyprus,972,,18 ,,807,147,4
123,123,Burkina Faso,891,,53 ,,765,73,
124,124,Jordan,863,+18,9 ,,663,191,5
125,125,Andorra,852,,51 ,,759,42,7
126,126,Uruguay,846,,23 ,,754,69,4
127,127,Chad,844,,71 ,,706,67,
128,128,Georgia,827,+9,13 ,,690,124,6
129,129,French Guiana,773,,2 ,,427,344,6
130,130,Congo,728,,24 ,,221,483,
131,131,Diamond Princess,712,,13 ,,651,48,4
132,132,San Marino,691,+3,42 ,,496,153,1
133,133,Uganda,665,+8, ,,119,546,
134,134,Malta,635,+3,9 ,,597,29,
135,135,Cabo Verde,615,+30,5 ,,294,316,
136,136,Sao Tome and Principe,611,+97,12 ,,135,464,
137,137,Jamaica,605,+6,10 ,,405,190,2
138,138,Channel Islands,565,,48 ,,512,5,
139,139,Yemen,524,,127 ,,23,374,
140,140,Tanzania,509,,21 ,,183,305,7
141,141,Togo,501,,13 ,,260,228,1
142,142,Réunion,486,+5,1 ,,447,38,1
143,143,Palestine,484,+3,3 ,,410,71,
144,144,Mozambique,472,+19,2 ,,138,332,
145,145,Rwanda,463,,2 ,,300,161,
146,146,Malawi,455,,4 ,,55,396,4
147,147,Taiwan,443,,7 ,,431,5,
148,148,Liberia,397,+14,31 ,,200,166,
149,149,Eswatini,371,,3 ,,232,136,5
150,150,Libya,359,,5 ,,58,296,
151,151,Mauritius,337,,10 ,,324,3,
152,152,Isle of Man,336,,24 ,,312,0,
153,153,Vietnam,332,, ,,320,12,1
154,154,Montenegro,324,,9 ,,315,0,
155,155,Zimbabwe,314,,4 ,,46,264,
156,156,Benin,305,,4 ,,188,113,2
157,157,Myanmar,248,+2,6 ,,165,77,
158,158,Martinique,202,,14 ,,98,90,
159,159,Mongolia,194,, ,,87,107,15
160,160,Faeroe Islands,187,, ,,187,0,
161,161,Cayman Islands,176,,1 ,,104,71,
162,162,Gibraltar,176,, ,,169,7,
163,163,Guadeloupe,164,,14 ,,144,6,1
164,164,Comoros,162,+21,2 ,,97,63,
165,165,Guyana,156,,12 ,,86,58,2
166,166,Syria,146,,6 ,,62,78,
167,167,Bermuda,141,,9 ,,120,12,2
168,168,Brunei ,141,,2 ,,138,1,1
169,169,Suriname,137,,2 ,,9,126,2
170,170,Cambodia,126,, ,,125,1,1
171,171,Trinidad and Tobago,117,,8 ,,109,0,
172,172,Bahamas,103,,11 ,,64,28,1
173,173,Aruba,101,,3 ,,98,0,
174,174,Monaco,99,,4 ,,93,2,1
175,175,Angola,96,,4 ,,38,54,1
176,176,Barbados,92,,7 ,,81,4,1
177,177,Burundi,83,,1 ,,45,37,
178,178,Liechtenstein,82,,1 ,,55,26,
179,179,Sint Maarten,77,,15 ,,61,1,1
180,180,French Polynesia,60,, ,,60,0,
181,181,Bhutan,59,, ,,18,41,
182,182,Macao,45,, ,,45,0,
183,183,Botswana,42,,1 ,,24,17,1
184,184,Saint Martin,41,,3 ,,33,5,1
185,185,Eritrea,39,, ,,39,0,
186,186,Namibia,31,, ,,17,14,1
187,187,Gambia,28,,1 ,,21,6,
188,188,St. Vincent Grenadines,27,, ,,25,2,
189,189,Antigua and Barbuda,26,,3 ,,20,3,1
190,190,Timor-Leste,24,, ,,24,0,
191,191,Grenada,23,, ,,22,1,1
192,192,Curaçao,21,,1 ,,15,5,
193,193,New Caledonia,21,, ,,20,1,
194,194,Belize,20,,2 ,,16,2,
195,195,Laos,19,, ,,19,0,
196,196,Saint Lucia,19,, ,,18,1,
197,197,Dominica,18,, ,,16,2,
198,198,Fiji,18,, ,,18,0,
199,199,Saint Kitts and Nevis,15,, ,,15,0,
200,200,Falkland Islands,13,, ,,13,0,
201,201,Greenland,13,, ,,13,0,
202,202,Turks and Caicos,12,,1 ,,11,0,
203,203,Vatican City,12,, ,,12,0,
204,204,Montserrat,11,,1 ,,10,0,
205,205,Seychelles,11,, ,,11,0,
206,206,MS Zaandam,9,,2 ,,,7,
207,207,Western Sahara,9,,1 ,,6,2,
208,208,British Virgin Islands,8,,1 ,,7,0,
209,209,Papua New Guinea,8,, ,,8,0,
210,210,Caribbean Netherlands,7,, ,,7,0,
211,211,St. Barth,6,, ,,6,0,
212,212,Lesotho,4,, ,,2,2,
213,213,Anguilla,3,, ,,3,0,
214,214,Saint Pierre Miquelon,1,, ,,1,0,
215,215,China,"83,046",+3,"4,634 ",,"78,357",55,1
216,,Total:,"2,341,299","+13,579","138,847",+908,"968,047","1,234,405","19,443"
217,,Total:,"1,230,937","+11,909","53,253",+408,"564,277","613,407","11,932"
218,,Total:,"2,138,716","+13,329","180,910",+726,"1,120,410","837,396","6,962"
219,,Total:,"1,459,822","+35,552","37,041",+744,"885,327","537,454","15,092"
220,,Total:,"207,089","+1,569","5,589",+21,"93,711","107,789",499
221,,Total:,"8,887",+9,124,,"8,332",431,3
222,,Total:,721,,15,,651,55,4
223,,Total:,"7,387,471","+75,947","415,779","+2,807","3,640,755","3,330,937","53,935"
