,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
100,100,Costa Rica,"2,127",,12 ,,"1,014","1,101",5
101,101,Estonia,"1,981",,69 ,,"1,764",148,1
102,102,Albania,"1,962",+71,44 ,+1,"1,134",784,10
103,103,Sri Lanka,"1,950",,11 ,,"1,498",441,1
104,104,Mali,"1,933",+10,109 ,+1,"1,255",569,
105,105,South Sudan,"1,882",,34 ,,122,"1,726",2
106,106,Nicaragua,"1,823",,64 ,,"1,238",521,
107,107,Iceland,"1,822",,10 ,,"1,805",7,
108,108,Lithuania,"1,798",+3,76 ,,"1,475",247,16
109,109,Equatorial Guinea,"1,664",,32 ,,515,"1,117",
110,110,Madagascar,"1,596",+93,14 ,+1,655,927,9
111,111,Slovakia,"1,587",+1,28 ,,"1,447",112,
112,112,Guinea-Bissau,"1,541",,17 ,,153,"1,371",5
113,113,Lebanon,"1,536",,32 ,,"1,006",498,8
114,114,Slovenia,"1,520",+1,109 ,,"1,376",35,1
115,115,New Zealand,"1,511",+2,22 ,,"1,482",7,
116,116,Zambia,"1,430",,11 ,,"1,194",225,1
117,117,Paraguay,"1,362",,13 ,,791,558,1
118,118,Sierra Leone,"1,309",,53 ,,746,510,
119,119,Tunisia,"1,156",,50 ,,"1,017",89,
120,120,Hong Kong,"1,132",+3,5 ,,"1,078",49,2
121,121,Latvia,"1,111",,30 ,,903,178,1
122,122,Niger,"1,035",,67 ,,911,57,
123,123,Jordan,"1,015",,9 ,,722,284,3
124,124,Cyprus,985,,19 ,,824,142,4
125,125,Yemen,922,,254 ,,328,340,
126,126,Georgia,906,+8,14 ,,755,137,5
127,127,Burkina Faso,901,,53 ,,814,34,
128,128,Congo,883,,27 ,,391,465,
129,129,Cabo Verde,863,,8 ,,377,478,
130,130,Uruguay,859,,25 ,,815,19,4
131,131,Chad,858,,74 ,,746,38,
132,132,Andorra,855,,52 ,,792,11,8
133,133,Palestine,827,+43,3 ,,439,385,
134,134,Uganda,770,+7, ,,578,192,
135,135,Malawi,730,+110,11 ,+3,91,628,4
136,136,Diamond Princess,712,,13 ,,651,48,4
137,137,Rwanda,702,,2 ,,357,343,
138,138,Sao Tome and Principe,698,+5,12 ,,203,483,
139,139,San Marino,696,,42 ,,610,44,
140,140,Mozambique,688,,4 ,,177,507,
141,141,Malta,665,+1,9 ,,616,40,
142,142,Jamaica,657,+5,10 ,,462,185,1
143,143,Benin,650,,11 ,,247,392,2
144,144,Eswatini,627,,5 ,,285,337,5
145,145,Liberia,601,,33 ,,254,314,
146,146,Channel Islands,570,,48 ,,512,10,
147,147,Togo,561,,13 ,,366,182,2
148,148,Libya,544,,10 ,,98,436,
149,149,Tanzania,509,,21 ,,183,305,7
150,150,Réunion,505,,1 ,,460,44,2
151,151,Zimbabwe,479,,4 ,,63,412,
152,152,Taiwan,446,,7 ,,434,5,
153,153,Montenegro,359,,9 ,,315,35,
154,154,Vietnam,349,, ,,327,22,1
155,155,Mauritius,337,,10 ,,326,1,
156,156,Isle of Man,336,,24 ,,312,0,
157,157,Suriname,302,,8 ,,74,220,2
158,158,Myanmar,287,,6 ,,196,85,
159,159,Comoros,247,,5 ,,159,83,
160,160,Martinique,236,,14 ,,98,124,
161,161,Mongolia,206,+2, ,,139,67,8
162,162,Syria,204,+6,7 ,,83,114,
163,163,Cayman Islands,195,,1 ,,143,51,
164,164,Faeroe Islands,187,, ,,187,0,
165,165,Guyana,183,,12 ,,102,69,1
166,166,Angola,176,,9 ,,66,101,1
167,167,Gibraltar,176,, ,,176,0,
168,168,Guadeloupe,174,,14 ,,157,3,
169,169,Bermuda,146,,9 ,,132,5,2
170,170,Burundi,144,+40,1 ,,93,50,
171,171,Eritrea,143,, ,,39,104,
172,172,Brunei ,141,,3 ,,138,0,
173,173,Cambodia,129,, ,,127,2,1
174,174,Trinidad and Tobago,123,,8 ,,109,6,
175,175,Bahamas,104,,11 ,,74,19,1
176,176,Aruba,101,,3 ,,98,0,
177,177,Monaco,99,,4 ,,94,1,
178,178,Barbados,97,,7 ,,85,5,1
179,179,Botswana,89,,1 ,,25,63,1
180,180,Liechtenstein,82,,1 ,,55,26,
181,181,Sint Maarten,77,,15 ,,62,0,
182,182,Bhutan,68,, ,,30,38,
183,183,French Polynesia,60,, ,,60,0,
184,184,Namibia,55,+9, ,,19,36,1
185,185,Macao,45,, ,,45,0,
186,186,Saint Martin,42,,3 ,,36,3,1
187,187,Gambia,37,+1,2 ,+1,24,11,
188,188,St. Vincent Grenadines,29,, ,,26,3,
189,189,Antigua and Barbuda,26,,3 ,,22,1,1
190,190,Timor-Leste,24,, ,,24,0,
191,191,Curaçao,23,,1 ,,19,3,
192,192,Grenada,23,, ,,23,0,
193,193,Belize,22,,2 ,,17,3,
194,194,New Caledonia,21,, ,,21,0,
195,195,Laos,19,, ,,19,0,
196,196,Saint Lucia,19,, ,,18,1,
197,197,Dominica,18,, ,,18,0,
198,198,Fiji,18,, ,,18,0,
199,199,Saint Kitts and Nevis,15,, ,,15,0,
200,200,Falkland Islands,13,, ,,13,0,
201,201,Greenland,13,, ,,13,0,
202,202,Turks and Caicos,12,,1 ,,11,0,
203,203,Vatican City,12,, ,,12,0,
204,204,Montserrat,11,,1 ,,10,0,
205,205,Seychelles,11,, ,,11,0,
206,206,MS Zaandam,9,,2 ,,,7,
207,207,Western Sahara,9,,1 ,,8,0,
208,208,British Virgin Islands,8,,1 ,,7,0,
209,209,Papua New Guinea,8,, ,,8,0,
210,210,Caribbean Netherlands,7,, ,,7,0,
211,211,St. Barth,6,, ,,6,0,
212,212,Lesotho,4,, ,,2,2,
213,213,Anguilla,3,, ,,3,0,
214,214,Saint Pierre Miquelon,1,, ,,1,0,
215,215,China,"83,378",+26,"4,634 ",,"78,413",331,13
216,,Total:,"2,701,201","+6,455","153,645",+436,"1,209,932","1,337,624","19,369"
217,,Total:,"1,746,976","+1,036","70,324",+25,"949,315","727,337","12,432"
218,,Total:,"2,307,560","+9,793","187,530",+143,"1,256,610","863,420","6,326"
219,,Total:,"1,877,355","+16,867","47,670",+379,"1,186,290","643,395","15,953"
220,,Total:,"300,674",+833,"7,964",+23,"145,405","147,305",483
221,,Total:,"9,079",+27,124,,"8,485",470,2
222,,Total:,721,,15,,651,55,4
223,,Total:,"8,943,566","+35,011","467,272","+1,006","4,756,688","3,719,606","54,569"
