,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
132,132,Cabo Verde,792,0,7,0,377,408,0
133,133,Uganda,741,9,0,0,486,255,0
134,134,Diamond Princess,712,0,13,0,651,48,4
135,135,San Marino,696,0,45,3,609,42,0
136,136,Sao Tome and Principe,683,0,12,0,188,483,0
137,137,Malta,663,1,9,0,610,44,1
138,138,Mozambique,651,0,4,0,160,487,0
139,139,Rwanda,639,0,2,0,347,290,0
140,140,Jamaica,626,5,10,0,451,165,1
141,141,Benin,597,25,11,2,238,348,2
142,142,Palestine,579,24,3,0,415,161,0
143,143,Malawi,572,0,6,0,73,493,4
144,144,Channel Islands,570,0,48,0,512,10,0
145,145,Eswatini,563,0,4,0,262,297,5
146,146,Togo,544,0,13,0,353,178,2
147,147,Liberia,516,0,33,0,240,243,0
148,148,Tanzania,509,0,21,0,183,305,7
149,149,Libya,500,0,10,0,78,412,0
150,150,Réunion,497,0,1,0,460,36,2
151,151,Taiwan,446,1,7,0,434,5,0
152,152,Zimbabwe,401,0,4,0,63,334,0
153,153,Vietnam,342,7,0,0,325,17,1
154,154,Mauritius,337,0,10,0,325,2,0
155,155,Isle of Man,336,0,24,0,312,0,0
156,156,Montenegro,333,0,9,0,315,9,0
157,157,Myanmar,263,1,6,0,185,72,0
158,158,Suriname,261,0,6,0,48,207,2
159,159,Martinique,221,19,14,0,98,109,0
160,160,Mongolia,201,4,0,0,127,74,5
161,161,Comoros,197,0,3,0,127,67,0
162,162,Cayman Islands,193,0,1,0,132,60,0
163,163,Syria,187,9,7,0,78,102,0
164,164,Faeroe Islands,187,0,0,0,187,0,0
165,165,Gibraltar,176,0,0,0,176,0,0
166,166,Guadeloupe,171,0,14,0,157,0,0
167,167,Guyana,171,0,12,0,102,57,1
168,168,Angola,155,0,7,0,64,84,1
169,169,Bermuda,144,0,9,0,128,7,2
170,170,Brunei ,141,0,3,0,138,0,1
171,171,Eritrea,131,0,0,0,39,92,0
172,172,Cambodia,129,1,0,0,126,3,1
173,173,Trinidad and Tobago,123,0,8,0,109,6,0
174,174,Bahamas,104,0,11,0,72,21,1
175,175,Burundi,104,0,1,0,75,28,0
176,176,Aruba,101,0,3,0,98,0,0
177,177,Monaco,99,0,4,0,94,1,0
178,178,Barbados,97,0,7,0,85,5,1
179,179,Liechtenstein,82,0,1,0,55,26,0
180,180,Botswana,79,0,1,0,25,53,1
181,181,Sint Maarten,77,0,15,0,62,0,0
182,182,Bhutan,67,0,0,0,25,42,0
183,183,French Polynesia,60,0,0,0,60,0,0
184,184,Macao,45,0,0,0,45,0,0
185,185,Saint Martin,42,0,3,0,36,3,1
186,186,Namibia,39,3,0,0,19,20,1
187,187,Gambia,34,0,1,0,24,9,0
188,188,St. Vincent Grenadines,29,0,0,0,25,4,0
189,189,Antigua and Barbuda,26,0,3,0,22,1,1
190,190,Timor-Leste,24,0,0,0,24,0,0
191,191,Curaçao,23,0,1,0,19,3,0
192,192,Grenada,23,0,0,0,22,1,1
193,193,Belize,22,0,2,0,16,4,0
194,194,New Caledonia,21,0,0,0,21,0,0
195,195,Laos,19,0,0,0,19,0,0
196,196,Saint Lucia,19,0,0,0,18,1,0
197,197,Dominica,18,0,0,0,18,0,0
198,198,Fiji,18,0,0,0,18,0,0
199,199,Saint Kitts and Nevis,15,0,0,0,15,0,0
200,200,Falkland Islands,13,0,0,0,13,0,0
201,201,Greenland,13,0,0,0,13,0,0
202,202,Turks and Caicos,12,0,1,0,11,0,0
203,203,Vatican City,12,0,0,0,12,0,0
204,204,Montserrat,11,0,1,0,10,0,0
205,205,Seychelles,11,0,0,0,11,0,0
206,206,MS Zaandam,9,0,2,0,0,7,0
207,207,Western Sahara,9,0,1,0,8,0,0
208,208,British Virgin Islands,8,0,1,0,7,0,0
209,209,Papua New Guinea,8,0,0,0,8,0,0
210,210,Caribbean Netherlands,7,0,0,0,7,0,0
211,211,St. Barth,6,0,0,0,6,0,0
212,212,Lesotho,4,0,0,0,2,2,0
213,213,Anguilla,3,0,0,0,3,0,0
214,214,Saint Pierre Miquelon,1,0,0,0,1,0,0
215,215,China,83293,28,4634,0,78394,265,7
216,0,Total:,2580962,8013,149614,835,1139531,1291817,19425
217,0,Total:,1591160,802,65104,36,851473,674583,12159
218,0,Total:,2265845,14109,185110,451,1217218,863517,6431
219,0,Total:,1759382,26189,45016,458,1101142,613224,15972
220,0,Total:,271529,869,7269,20,126054,138206,493
221,0,Total:,9005,22,124,0,8466,415,2
222,0,Total:,721,0,15,0,651,55,4
223,0,Total:,8478604,50004,452252,1800,4444535,3581817,54486
