,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
111,111,Slovenia,"1,511",+8,109 ,,"1,359",43,1
112,112,New Zealand,"1,507",+1,22 ,,"1,482",3,
113,113,Lebanon,"1,495",+6,32 ,,944,519,7
114,114,Guinea-Bissau,"1,492",,15 ,,153,"1,324",5
115,115,Zambia,"1,412",,11 ,,"1,142",259,1
116,116,Madagascar,"1,403",+25,13 ,+1,463,927,8
117,117,Paraguay,"1,308",,13 ,,711,584,1
118,118,Sierra Leone,"1,249",,51 ,,707,491,
119,119,Tunisia,"1,132",+4,50 ,,"1,006",76,
120,120,Hong Kong,"1,125",+4,4 ,,"1,072",49,3
121,121,Latvia,"1,108",+4,30 ,,903,175,1
122,122,Niger,"1,020",,67 ,,893,60,
123,123,Jordan,987,,9 ,,693,285,3
124,124,Cyprus,985,,18 ,,816,151,4
125,125,Yemen,902,,244 ,,271,387,
126,126,Burkina Faso,899,,53 ,,810,36,
127,127,Georgia,893,+5,14  ,,739,140,6
128,128,Congo,883,,27 ,,391,465,
129,129,Chad,854,,74  ,,721,59,
130,130,Andorra,854,,52 ,,791,11,8
131,131,Uruguay,849,,24  ,,810,15,4
132,132,Cabo Verde,792,,7 ,,377,408,
133,133,Uganda,741,+9, ,,486,255,
134,134,Diamond Princess,712,,13 ,,651,48,4
135,135,San Marino,696,,45 ,+3,609,42,
136,136,Sao Tome and Principe,683,,12 ,,188,483,
137,137,Malta,663,+1,9 ,,610,44,1
138,138,Mozambique,651,,4 ,,160,487,
139,139,Rwanda,639,,2 ,,347,290,
140,140,Jamaica,626,+5,10 ,,451,165,1
141,141,Benin,597,+25,11 ,+2,238,348,2
142,142,Palestine,579,+24,3 ,,415,161,
143,143,Malawi,572,,6 ,,73,493,4
144,144,Channel Islands,570,,48 ,,512,10,
145,145,Eswatini,563,,4 ,,262,297,5
146,146,Togo,544,,13 ,,353,178,2
147,147,Liberia,516,,33 ,,240,243,
148,148,Tanzania,509,,21 ,,183,305,7
149,149,Libya,500,,10 ,,78,412,
150,150,Réunion,497,,1 ,,460,36,2
151,151,Taiwan,446,+1,7 ,,434,5,
152,152,Zimbabwe,401,,4 ,,63,334,
153,153,Vietnam,342,+7, ,,325,17,1
154,154,Mauritius,337,,10 ,,325,2,
155,155,Isle of Man,336,,24 ,,312,0,
156,156,Montenegro,333,,9 ,,315,9,
157,157,Myanmar,263,+1,6 ,,185,72,
158,158,Suriname,261,,6 ,,48,207,2
159,159,Martinique,221,+19,14 ,,98,109,
160,160,Mongolia,201,+4, ,,127,74,5
161,161,Comoros,197,,3 ,,127,67,
162,162,Cayman Islands,193,,1 ,,132,60,
163,163,Syria,187,+9,7 ,,78,102,
164,164,Faeroe Islands,187,, ,,187,0,
165,165,Gibraltar,176,, ,,176,0,
166,166,Guadeloupe,171,,14 ,,157,0,
167,167,Guyana,171,,12 ,,102,57,1
168,168,Angola,155,,7 ,,64,84,1
169,169,Bermuda,144,,9 ,,128,7,2
170,170,Brunei ,141,,3 ,,138,0,1
171,171,Eritrea,131,, ,,39,92,
172,172,Cambodia,129,+1, ,,126,3,1
173,173,Trinidad and Tobago,123,,8 ,,109,6,
174,174,Bahamas,104,,11 ,,72,21,1
175,175,Burundi,104,,1 ,,75,28,
176,176,Aruba,101,,3 ,,98,0,
177,177,Monaco,99,,4  ,,94,1,
178,178,Barbados,97,,7 ,,85,5,1
179,179,Liechtenstein,82,,1  ,,55,26,
180,180,Botswana,79,,1 ,,25,53,1
181,181,Sint Maarten,77,,15 ,,62,0,
182,182,Bhutan,67,, ,,25,42,
183,183,French Polynesia,60,, ,,60,0,
184,184,Macao,45,, ,,45,0,
185,185,Saint Martin,42,,3 ,,36,3,1
186,186,Namibia,39,+3, ,,19,20,1
187,187,Gambia,34,,1 ,,24,9,
188,188,St. Vincent Grenadines,29,, ,,25,4,
189,189,Antigua and Barbuda,26,,3 ,,22,1,1
190,190,Timor-Leste,24,, ,,24,0,
191,191,Curaçao,23,,1 ,,19,3,
192,192,Grenada,23,, ,,22,1,1
193,193,Belize,22,,2 ,,16,4,
194,194,New Caledonia,21,, ,,21,0,
195,195,Laos,19,, ,,19,0,
196,196,Saint Lucia,19,, ,,18,1,
197,197,Dominica,18,, ,,18,0,
198,198,Fiji,18,, ,,18,0,
199,199,Saint Kitts and Nevis,15,, ,,15,0,
200,200,Falkland Islands,13,, ,,13,0,
201,201,Greenland,13,, ,,13,0,
202,202,Turks and Caicos,12,,1 ,,11,0,
203,203,Vatican City,12,, ,,12,0,
204,204,Montserrat,11,,1 ,,10,0,
205,205,Seychelles,11,, ,,11,0,
206,206,MS Zaandam,9,,2 ,,,7,
207,207,Western Sahara,9,,1 ,,8,0,
208,208,British Virgin Islands,8,,1 ,,7,0,
209,209,Papua New Guinea,8,, ,,8,0,
210,210,Caribbean Netherlands,7,, ,,7,0,
211,211,St. Barth,6,, ,,6,0,
212,212,Lesotho,4,, ,,2,2,
213,213,Anguilla,3,, ,,3,0,
214,214,Saint Pierre Miquelon,1,, ,,1,0,
215,215,China,"83,293",+28,"4,634 ",,"78,394",265,7
216,,Total:,"2,580,962","+8,013","149,614",+835,"1,139,531","1,291,817","19,425"
217,,Total:,"1,591,160",+802,"65,104",+36,"851,473","674,583","12,159"
218,,Total:,"2,265,845","+14,109","185,110",+451,"1,217,218","863,517","6,431"
219,,Total:,"1,759,382","+26,189","45,016",+458,"1,101,142","613,224","15,972"
220,,Total:,"271,529",+869,"7,269",+20,"126,054","138,206",493
221,,Total:,"9,005",+22,124,,"8,466",415,2
222,,Total:,721,,15,,651,55,4
223,,Total:,"8,478,604","+50,004","452,252","+1,800","4,444,535","3,581,817","54,486"
