,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
117,117,Paraguay,1392,13,13,0,903,476,1
118,118,Sierra Leone,1340,13,55,0,788,497,0
119,119,Hong Kong,1162,30,5,0,1078,79,2
120,120,Tunisia,1159,2,50,0,1020,89,0
121,121,Latvia,1111,0,30,0,903,178,1
122,122,Congo,1087,204,37,10,456,594,0
123,123,Jordan,1042,9,9,0,751,282,3
124,124,Niger,1036,0,67,0,911,58,0
125,125,Cyprus,986,0,19,0,824,143,4
126,126,Palestine,975,142,3,0,439,533,0
127,127,Yemen,941,0,256,0,347,338,0
128,128,Georgia,908,2,14,0,761,133,5
129,129,Burkina Faso,903,0,53,0,814,36,0
130,130,Cabo Verde,890,0,8,0,413,469,0
131,131,Uruguay,876,0,25,0,814,37,4
132,132,Chad,858,0,74,0,755,29,0
133,133,Andorra,855,0,52,0,796,7,8
134,134,Benin,807,42,13,0,253,541,2
135,135,Uganda,774,4,0,0,631,143,0
136,136,Malawi,749,19,11,0,258,480,4
137,137,Mozambique,733,0,5,0,181,547,0
138,138,Rwanda,728,0,2,0,359,367,0
139,139,Diamond Princess,712,0,13,0,651,48,4
140,140,Sao Tome and Principe,698,0,12,0,203,483,0
141,141,San Marino,697,1,42,0,627,28,0
142,142,Malta,665,0,9,0,617,39,0
143,143,Jamaica,659,2,10,0,516,133,1
144,144,Eswatini,635,0,5,0,285,345,5
145,145,Liberia,626,0,34,0,254,338,0
146,146,Libya,571,0,10,0,103,458,0
147,147,Channel Islands,570,0,47,0,512,11,0
148,148,Togo,569,0,13,0,375,181,2
149,149,Tanzania,509,0,21,0,183,305,7
150,150,Réunion,506,0,1,0,460,45,2
151,151,Zimbabwe,489,0,6,0,64,419,0
152,152,Taiwan,446,0,7,0,435,4,0
153,153,Montenegro,362,0,9,0,315,38,0
154,154,Vietnam,349,0,0,0,327,22,1
155,155,Mauritius,340,3,10,0,326,4,0
156,156,Isle of Man,336,0,24,0,312,0,0
157,157,Suriname,314,0,8,0,106,200,2
158,158,Myanmar,290,0,6,0,200,84,0
159,159,Comoros,247,0,5,0,159,83,0
160,160,Martinique,236,0,14,0,98,124,0
161,161,Syria,219,15,7,0,83,129,0
162,162,Mongolia,213,7,0,0,153,60,8
163,163,Cayman Islands,195,0,1,0,143,51,0
164,164,Faeroe Islands,187,0,0,0,187,0,0
165,165,Guyana,184,0,12,0,103,69,1
166,166,Angola,183,0,9,0,77,97,1
167,167,Gibraltar,176,0,0,0,176,0,0
168,168,Guadeloupe,174,0,14,0,157,3,0
169,169,Bermuda,146,0,9,0,132,5,2
170,170,Burundi,144,0,1,0,93,50,0
171,171,Eritrea,143,0,0,0,39,104,0
172,172,Brunei ,141,0,3,0,138,0,0
173,173,Cambodia,129,0,0,0,127,2,1
174,174,Trinidad and Tobago,123,0,8,0,109,6,0
175,175,Bahamas,104,0,11,0,77,16,1
176,176,Aruba,101,0,3,0,98,0,0
177,177,Monaco,100,0,4,0,94,2,0
178,178,Barbados,97,0,7,0,85,5,1
179,179,Botswana,89,0,1,0,25,63,1
180,180,Liechtenstein,83,1,1,0,69,13,1
181,181,Sint Maarten,77,0,15,0,62,0,0
182,182,Bhutan,68,0,0,0,32,36,0
183,183,Namibia,63,8,0,0,21,42,1
184,184,French Polynesia,60,0,0,0,60,0,0
185,185,Macao,45,0,0,0,45,0,0
186,186,Saint Martin,42,0,3,0,36,3,1
187,187,Gambia,37,0,2,0,24,11,0
188,188,St. Vincent Grenadines,29,0,0,0,26,3,0
189,189,Antigua and Barbuda,26,0,3,0,22,1,1
190,190,Timor-Leste,24,0,0,0,24,0,0
191,191,Curaçao,23,0,1,0,19,3,0
192,192,Grenada,23,0,0,0,23,0,0
193,193,Belize,22,0,2,0,17,3,0
194,194,New Caledonia,21,0,0,0,21,0,0
195,195,Laos,19,0,0,0,19,0,0
196,196,Saint Lucia,19,0,0,0,18,1,0
197,197,Dominica,18,0,0,0,18,0,0
198,198,Fiji,18,0,0,0,18,0,0
199,199,Saint Kitts and Nevis,15,0,0,0,15,0,0
200,200,Turks and Caicos,14,0,1,0,11,2,0
201,201,Falkland Islands,13,0,0,0,13,0,0
202,202,Greenland,13,0,0,0,13,0,0
203,203,Vatican City,12,0,0,0,12,0,0
204,204,Lesotho,12,8,0,0,2,10,0
205,205,Montserrat,11,0,1,0,10,0,0
206,206,Seychelles,11,0,0,0,11,0,0
207,207,Western Sahara,10,1,1,0,8,1,0
208,208,MS Zaandam,9,0,2,0,0,7,0
209,209,Papua New Guinea,9,1,0,0,8,1,0
210,210,British Virgin Islands,8,0,1,0,7,0,0
211,211,Caribbean Netherlands,7,0,0,0,7,0,0
212,212,St. Barth,6,0,0,0,6,0,0
213,213,Anguilla,3,0,0,0,3,0,0
214,214,Saint Pierre Miquelon,1,0,0,0,1,0,0
215,215,China,83396,18,4634,0,78413,349,10
216,0,Total:,2746876,17671,155155,1211,1226130,1365591,19359
217,0,Total:,1787850,8856,71630,139,1001252,714968,12535
218,0,Total:,2323093,11974,187824,198,1265761,869508,6205
219,0,Total:,1933227,32403,48882,626,1230955,653390,19186
220,0,Total:,310579,1426,8194,46,149830,152555,504
221,0,Total:,9095,16,124,0,8492,479,2
222,0,Total:,721,0,15,0,651,55,4
223,0,Total:,9111441,72346,471824,2220,4883071,3756546,57795
